review_id,shop_name,address,city,neighborhood,review_date,reviewer_id,overall_rating,coffee_quality,service_quality,atmosphere,value_score,avg_price,wait_time_minutes,has_wifi,power_outlets,outdoor_seating,parking,mobile_ordering,review_text
800,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-11-21,R9725,3.9,4.0,4.0,4.5,2.5,5.39,7,True,None,True,None,True,"Excellent pour-over. Staff was helpful and knowledgeable. Too noisy, hard to concentrate."
801,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-24,R5992,4.1,4.5,4.0,3.7,3.9,3.23,15,True,Limited,True,None,True,"Excellent pour-over. Staff seemed rushed. Beautiful space, great vibes."
802,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-17,R9398,3.6,3.7,3.2,4.1,3.1,5.08,4,True,None,True,None,False,Coffee tasted burnt. Great customer service. Crowded but welcoming.
803,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-02,R5337,4.2,4.4,4.6,3.5,3.2,4.36,8,True,Plenty,True,Lot,False,"Amazing coffee, perfectly brewed. Great customer service. Crowded but welcoming."
804,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-11-21,R8952,3.6,4.0,3.5,3.3,2.6,2.8,15,True,None,False,Lot,True,Coffee tasted burnt. Staff was helpful and knowledgeable. Needs better lighting.
805,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-06,R9713,3.7,3.7,3.4,4.4,3.0,5.71,15,True,Limited,True,Street,True,Excellent pour-over. Long wait but worth it. Crowded but welcoming.
806,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-24,R3160,3.6,3.4,3.8,4.0,3.1,3.26,11,False,None,True,Street,True,"Excellent pour-over. Staff seemed rushed. Too noisy, hard to concentrate."
807,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-08-26,R1239,3.8,4.0,4.2,3.3,3.1,4.19,13,True,Limited,False,Lot,True,"Amazing coffee, perfectly brewed. Service was slow today. Beautiful space, great vibes."
808,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-05-28,R4009,3.6,3.7,3.2,3.9,3.4,2.72,10,False,None,False,None,True,"Coffee was okay, nothing special. Long wait but worth it. Too noisy, hard to concentrate."
809,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-08-13,R6568,3.7,3.5,4.5,3.2,2.8,2.8,8,True,None,False,None,True,"Great espresso, smooth and rich. Staff seemed rushed. Cozy atmosphere, perfect for working."
810,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-08-23,R7456,3.5,3.8,3.5,3.2,3.0,4.6,14,True,Limited,True,None,True,Excellent pour-over. Baristas are amazing. Needs better lighting.
811,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-08-13,R3100,3.5,3.0,4.3,3.4,3.7,5.35,11,True,Limited,False,None,False,Coffee tasted burnt. Great customer service. Needs better lighting.
812,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-22,R2799,3.7,4.2,3.0,3.7,3.6,4.87,3,True,Plenty,True,Lot,False,Best latte in the city. Long wait but worth it. Needs better lighting.
813,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-07,R6116,3.3,3.1,3.9,3.3,2.7,5.23,11,True,Limited,False,None,True,"Best latte in the city. Baristas are amazing. Cozy atmosphere, perfect for working."
814,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-27,R8524,3.7,4.1,3.1,4.0,3.7,5.15,8,True,Limited,False,Valet,True,Excellent pour-over. Staff was helpful and knowledgeable. Crowded but welcoming.
815,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-07,R9574,3.9,4.1,4.2,3.1,3.5,5.27,5,False,None,True,Valet,True,"Decent coffee, could be better. Service was slow today. Quiet and peaceful."
816,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-19,R1765,3.9,3.6,4.5,3.7,3.6,4.71,11,True,Plenty,True,Lot,True,Excellent pour-over. Service was slow today. Crowded but welcoming.
817,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-25,R3836,3.4,3.3,3.4,3.4,3.7,5.49,11,True,Plenty,False,Valet,False,"Excellent pour-over. Friendly staff, quick service. Quiet and peaceful."
818,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-08-22,R5095,3.6,3.8,3.2,3.7,3.5,3.43,12,False,Plenty,False,Lot,True,"Amazing coffee, perfectly brewed. Baristas are amazing. Crowded but welcoming."
819,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-16,R2720,3.7,3.6,3.6,4.5,2.9,4.93,8,False,Limited,False,Street,False,"Coffee was okay, nothing special. Service was slow today. Crowded but welcoming."
820,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-08-27,R1556,3.4,3.3,3.2,3.8,3.9,4.98,5,True,Limited,True,Valet,True,"Great espresso, smooth and rich. Service was slow today. Crowded but welcoming."
821,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-11-08,R8127,3.9,4.1,4.6,3.1,2.6,4.96,8,False,Limited,False,None,True,"Amazing coffee, perfectly brewed. Baristas are amazing. Needs better lighting."
822,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-25,R4688,3.6,3.4,3.4,4.5,3.3,5.84,8,True,Plenty,False,Lot,True,"Decent coffee, could be better. Long wait but worth it. Quiet and peaceful."
823,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-04,R1461,4.0,4.0,3.9,4.6,3.4,5.97,7,True,Limited,False,Street,True,"Coffee was okay, nothing special. Service was slow today. Beautiful space, great vibes."
824,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-11,R5514,3.9,4.3,3.1,4.5,3.7,3.88,7,True,Plenty,False,Lot,True,"Amazing coffee, perfectly brewed. Service was slow today. Modern and clean."
825,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-19,R2247,3.7,3.8,3.8,3.5,3.8,2.72,4,True,Limited,True,None,True,"Decent coffee, could be better. Baristas are amazing. Crowded but welcoming."
826,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-20,R2475,3.5,3.4,3.0,4.4,3.2,3.89,15,False,Plenty,True,Valet,False,Coffee tasted burnt. Long wait but worth it. Crowded but welcoming.
827,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-29,R5429,3.7,3.3,4.5,3.8,2.4,3.86,15,True,Limited,False,Street,True,Excellent pour-over. Baristas are amazing. Quiet and peaceful.
828,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-03,R9261,3.7,3.5,4.4,3.1,3.4,5.37,12,False,None,False,Valet,False,"Decent coffee, could be better. Great customer service. Quiet and peaceful."
829,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-12,R8457,3.8,3.8,4.1,4.1,2.5,2.62,10,True,None,False,Street,True,"Amazing coffee, perfectly brewed. Baristas are amazing. Needs better lighting."
830,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-08-27,R8067,4.0,4.1,4.0,4.3,3.0,2.9,3,True,None,True,Lot,False,Excellent pour-over. Service was slow today. Crowded but welcoming.
831,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-17,R4721,3.4,3.1,3.7,4.0,2.6,2.62,6,True,Plenty,False,Street,True,"Coffee was okay, nothing special. Long wait but worth it. Too noisy, hard to concentrate."
832,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-23,R3173,3.7,3.3,4.4,3.9,2.7,2.77,9,True,None,True,Valet,True,Coffee tasted burnt. Staff seemed rushed. Needs better lighting.
833,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-11,R7569,4.0,4.2,4.6,3.2,3.0,4.8,11,True,None,False,Lot,True,"Excellent pour-over. Friendly staff, quick service. Beautiful space, great vibes."
834,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-08,R9404,3.7,4.2,3.6,3.0,2.9,5.95,5,True,None,False,Valet,False,"Decent coffee, could be better. Great customer service. Modern and clean."
835,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-02,R4719,3.7,4.2,3.7,3.3,2.5,4.39,15,True,None,False,Lot,True,Coffee tasted burnt. Staff was helpful and knowledgeable. Needs better lighting.
836,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-21,R4145,3.7,4.0,3.4,3.9,3.1,4.78,6,True,Plenty,False,Street,True,"Coffee was okay, nothing special. Staff seemed rushed. Needs better lighting."
837,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-10,R8483,4.0,4.4,4.0,3.6,3.6,5.55,9,False,Plenty,False,Valet,False,"Coffee was okay, nothing special. Long wait but worth it. Crowded but welcoming."
838,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-14,R5033,4.0,4.1,3.9,4.2,3.3,5.08,15,True,None,True,Lot,False,Best latte in the city. Staff was helpful and knowledgeable. Crowded but welcoming.
839,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-16,R7742,3.4,3.3,3.8,3.4,2.9,3.54,3,True,Plenty,False,Valet,True,"Great espresso, smooth and rich. Baristas are amazing. Too noisy, hard to concentrate."
840,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-04,R6253,3.5,3.2,4.1,3.4,3.3,5.27,8,True,Limited,False,Lot,False,"Best latte in the city. Friendly staff, quick service. Too noisy, hard to concentrate."
841,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-29,R6379,3.8,3.6,4.5,3.7,2.7,3.4,3,True,Plenty,False,Street,False,"Best latte in the city. Friendly staff, quick service. Crowded but welcoming."
842,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-19,R8974,3.5,3.2,3.4,4.2,3.5,3.63,12,True,None,True,Street,True,"Great espresso, smooth and rich. Staff seemed rushed. Beautiful space, great vibes."
843,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-13,R7777,3.5,3.2,4.2,3.3,3.4,5.54,14,True,Limited,False,None,False,"Coffee was okay, nothing special. Friendly staff, quick service. Needs better lighting."
844,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-19,R6649,3.8,3.5,4.4,3.5,4.0,3.18,13,False,Limited,True,Lot,True,"Amazing coffee, perfectly brewed. Long wait but worth it. Too noisy, hard to concentrate."
845,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-12,R1477,3.7,4.1,3.8,3.2,2.6,3.64,14,True,Plenty,False,Street,True,Coffee tasted burnt. Baristas are amazing. Quiet and peaceful.
846,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-09,R7347,3.5,3.2,3.5,4.2,3.2,5.98,8,True,Limited,True,Lot,False,"Coffee was okay, nothing special. Staff seemed rushed. Beautiful space, great vibes."
847,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-11-13,R4349,3.8,3.8,3.7,4.1,3.0,3.82,13,False,None,True,Valet,False,"Amazing coffee, perfectly brewed. Long wait but worth it. Cozy atmosphere, perfect for working."
848,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-18,R4440,4.0,4.3,4.3,3.4,3.3,2.96,5,True,None,True,None,False,"Great espresso, smooth and rich. Long wait but worth it. Quiet and peaceful."
849,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-15,R7613,3.7,3.6,4.1,3.8,2.6,3.59,11,True,None,False,Street,True,"Excellent pour-over. Long wait but worth it. Beautiful space, great vibes."
850,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-27,R5733,3.7,3.1,4.2,4.5,3.1,4.78,14,True,Plenty,False,None,False,"Coffee tasted burnt. Friendly staff, quick service. Too noisy, hard to concentrate."
851,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-20,R4874,3.9,4.1,3.8,4.3,3.0,2.51,4,True,None,False,Street,False,"Amazing coffee, perfectly brewed. Staff was helpful and knowledgeable. Quiet and peaceful."
852,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-19,R2846,4.2,4.4,4.0,4.1,4.0,2.72,8,False,None,False,None,False,Coffee tasted burnt. Service was slow today. Quiet and peaceful.
853,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-11-10,R1428,3.7,3.6,3.5,4.5,2.7,4.78,7,False,Limited,True,Lot,True,"Decent coffee, could be better. Baristas are amazing. Cozy atmosphere, perfect for working."
854,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-08-05,R1407,3.8,4.1,3.8,3.3,3.2,4.08,3,False,Plenty,True,Street,False,"Coffee was okay, nothing special. Great customer service. Cozy atmosphere, perfect for working."
855,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-08-05,R6115,3.8,4.1,4.1,3.2,3.3,3.13,12,True,None,True,Valet,True,"Coffee tasted burnt. Baristas are amazing. Too noisy, hard to concentrate."
856,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-11,R4695,3.6,3.4,4.0,3.8,3.1,3.16,13,True,None,True,Valet,True,"Coffee was okay, nothing special. Friendly staff, quick service. Needs better lighting."
857,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-29,R6908,4.2,4.4,4.1,4.4,3.4,4.0,13,True,Plenty,False,Valet,True,Best latte in the city. Staff was helpful and knowledgeable. Needs better lighting.
858,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-17,R2391,3.5,3.7,3.2,3.7,2.7,3.76,10,True,Limited,False,Street,False,"Amazing coffee, perfectly brewed. Service was slow today. Cozy atmosphere, perfect for working."
859,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-21,R4958,3.7,3.2,4.5,3.9,3.2,2.83,12,True,Limited,False,Valet,True,"Coffee was okay, nothing special. Service was slow today. Modern and clean."
860,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-26,R8936,3.5,3.9,3.5,3.0,3.2,3.42,4,True,None,False,Street,False,Excellent pour-over. Staff seemed rushed. Quiet and peaceful.
861,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-11,R6541,3.6,4.2,3.5,3.1,2.4,2.64,6,True,Plenty,True,None,True,Excellent pour-over. Staff seemed rushed. Modern and clean.
862,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-26,R4462,3.7,3.1,4.0,4.4,3.9,3.77,6,True,None,True,Street,True,"Coffee was okay, nothing special. Staff seemed rushed. Quiet and peaceful."
863,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-27,R5643,3.4,3.4,3.9,3.2,2.5,2.69,11,True,Limited,False,Valet,False,"Coffee was okay, nothing special. Friendly staff, quick service. Beautiful space, great vibes."
864,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-05-26,R1862,3.8,4.0,4.5,3.1,2.7,4.97,5,True,Limited,False,Street,True,"Great espresso, smooth and rich. Staff seemed rushed. Modern and clean."
865,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-06,R5848,4.1,4.2,4.3,4.5,2.5,4.13,6,True,Plenty,True,Valet,True,"Decent coffee, could be better. Long wait but worth it. Needs better lighting."
866,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-12,R7068,3.2,3.1,3.1,3.6,2.8,5.72,11,False,Plenty,True,Valet,True,"Decent coffee, could be better. Service was slow today. Needs better lighting."
867,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-11,R5368,3.6,3.7,3.8,3.4,2.7,3.08,4,True,None,False,None,False,"Excellent pour-over. Service was slow today. Beautiful space, great vibes."
868,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-08,R7676,3.5,3.8,3.3,3.3,3.2,5.37,3,True,Plenty,False,Valet,True,"Coffee was okay, nothing special. Staff seemed rushed. Needs better lighting."
869,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-21,R7446,3.6,3.5,4.3,3.3,2.9,4.98,12,False,None,False,Street,False,"Coffee was okay, nothing special. Staff seemed rushed. Cozy atmosphere, perfect for working."
870,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-08-21,R3406,3.8,4.2,3.6,4.0,2.7,3.71,2,True,None,True,Street,False,"Coffee was okay, nothing special. Friendly staff, quick service. Modern and clean."
871,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-01,R3922,3.7,3.5,3.9,3.8,3.3,5.51,14,True,None,False,Lot,False,"Excellent pour-over. Service was slow today. Cozy atmosphere, perfect for working."
872,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-26,R5575,3.5,3.4,4.3,3.0,2.6,3.72,5,True,Limited,False,Valet,True,"Great espresso, smooth and rich. Great customer service. Cozy atmosphere, perfect for working."
873,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-17,R8056,3.6,3.5,4.0,3.3,3.3,3.77,3,False,None,True,None,False,"Coffee was okay, nothing special. Service was slow today. Quiet and peaceful."
874,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-13,R7196,3.8,4.0,3.3,4.5,2.6,5.5,11,False,Limited,True,None,True,"Amazing coffee, perfectly brewed. Staff was helpful and knowledgeable. Too noisy, hard to concentrate."
875,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-22,R2109,3.5,3.4,3.7,3.1,3.8,3.4,3,False,None,False,Valet,False,"Amazing coffee, perfectly brewed. Friendly staff, quick service. Needs better lighting."
876,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-23,R1861,3.5,3.4,4.0,3.6,2.5,3.75,4,True,Limited,True,Street,False,"Great espresso, smooth and rich. Friendly staff, quick service. Beautiful space, great vibes."
877,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-31,R8785,3.5,3.6,3.4,3.9,2.5,4.44,6,False,None,False,Valet,False,Excellent pour-over. Great customer service. Modern and clean.
878,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-11,R8566,3.9,4.3,3.7,3.9,3.0,4.48,7,True,Limited,True,Street,True,"Great espresso, smooth and rich. Great customer service. Modern and clean."
879,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-05-31,R6179,3.8,3.7,4.3,3.9,2.8,3.28,7,True,None,True,None,False,"Coffee was okay, nothing special. Service was slow today. Quiet and peaceful."
880,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-05-27,R8410,3.4,3.8,3.2,3.0,3.2,4.5,5,True,Plenty,True,None,True,"Great espresso, smooth and rich. Staff was helpful and knowledgeable. Quiet and peaceful."
881,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-06-29,R6235,3.7,3.4,4.6,3.3,3.4,4.29,5,True,None,True,Valet,False,Coffee tasted burnt. Staff was helpful and knowledgeable. Needs better lighting.
882,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-28,R9558,3.7,3.5,4.6,3.4,2.7,5.93,14,True,Plenty,True,Lot,False,"Amazing coffee, perfectly brewed. Friendly staff, quick service. Cozy atmosphere, perfect for working."
883,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-15,R3935,3.7,3.3,4.6,3.3,3.3,5.2,7,True,Plenty,True,Street,True,"Best latte in the city. Friendly staff, quick service. Modern and clean."
884,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-05-28,R2209,3.2,3.1,3.6,3.2,2.8,5.78,7,True,Plenty,True,Valet,True,"Excellent pour-over. Baristas are amazing. Beautiful space, great vibes."
885,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-30,R9080,3.5,3.1,4.2,3.3,3.2,2.85,11,True,None,False,Street,True,"Coffee tasted burnt. Friendly staff, quick service. Cozy atmosphere, perfect for working."
886,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-07,R8366,3.5,3.3,3.4,4.2,2.9,4.15,14,False,Limited,False,Lot,True,"Best latte in the city. Baristas are amazing. Too noisy, hard to concentrate."
887,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-05,R3033,3.6,3.1,4.5,3.3,3.6,2.55,8,True,None,True,Street,False,"Coffee tasted burnt. Great customer service. Beautiful space, great vibes."
888,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-26,R4385,3.9,4.2,3.6,4.1,2.7,3.64,5,True,None,True,None,False,Best latte in the city. Long wait but worth it. Crowded but welcoming.
889,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-22,R5178,4.1,4.1,4.3,3.7,4.0,5.29,9,True,Plenty,True,None,False,"Great espresso, smooth and rich. Friendly staff, quick service. Modern and clean."
890,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-08-18,R4816,3.8,3.9,4.0,3.0,4.0,3.2,11,True,Plenty,True,Lot,True,"Coffee tasted burnt. Staff seemed rushed. Too noisy, hard to concentrate."
891,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-08-10,R4914,3.8,3.7,3.6,4.5,3.3,5.81,7,True,Plenty,False,None,True,"Amazing coffee, perfectly brewed. Friendly staff, quick service. Quiet and peaceful."
892,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-11-19,R5586,4.0,3.8,4.6,4.2,2.8,5.8,14,True,None,False,None,True,"Decent coffee, could be better. Service was slow today. Too noisy, hard to concentrate."
893,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-09,R5759,3.7,3.8,3.3,4.1,3.3,4.07,9,True,Plenty,True,Valet,True,"Decent coffee, could be better. Friendly staff, quick service. Cozy atmosphere, perfect for working."
894,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-05-28,R9907,3.8,3.9,3.9,4.1,2.9,3.57,13,True,Limited,True,Street,False,"Excellent pour-over. Long wait but worth it. Too noisy, hard to concentrate."
895,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-10-15,R3497,4.2,4.3,4.4,4.1,3.5,4.14,4,True,Plenty,True,Street,True,Best latte in the city. Long wait but worth it. Crowded but welcoming.
896,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-09-05,R5791,4.0,4.3,3.6,4.0,3.7,4.23,6,True,Limited,True,Street,False,"Amazing coffee, perfectly brewed. Baristas are amazing. Modern and clean."
897,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-07-29,R1126,3.3,3.2,3.4,3.5,3.3,4.62,3,True,Plenty,True,Lot,True,Excellent pour-over. Great customer service. Crowded but welcoming.
898,Central Perk,123 Main St,Boston,Downtown,2025-11-22,R4521,4.8,5,4.9,4.6,3.8,4.25,5,True,Plenty,True,Street,True,"Absolutely phenomenal! Best coffee I've ever had. The baristas really know their craft."
899,Central Perk,123 Main St,Boston,Downtown,2025-11-23,R6732,2.8,2.5,3.2,3.5,2.1,5.89,18,False,None,False,None,False,"Disappointing experience. Coffee was lukewarm and overpriced. Won't be returning."
900,Central Perk,123 Main St,Boston,Downtown,2025-11-24,R8843,3.5,3.2,3.8,4.0,2.8,4.55,12,True,Limited,True,Lot,True,"Average at best. Nothing special about the coffee but the WiFi is reliable."
901,Bean There,456 Elm Ave,Boston,Cambridge,2025-11-22,R2156,4.9,5,4.8,5,4.5,3.99,3,True,Plenty,True,Valet,True,"My favorite spot in Cambridge! Perfect atmosphere for studying. Coffee is consistently excellent."
902,Bean There,456 Elm Ave,Boston,Cambridge,2025-11-23,R3367,2.5,2.2,2.8,3.0,2.0,6.15,22,False,None,False,None,False,"Terrible service. Waited 20 minutes for a simple latte. Coffee was cold when it arrived."
903,Bean There,456 Elm Ave,Boston,Cambridge,2025-11-24,R4478,4.6,4.8,4.5,4.7,4.2,4.15,6,True,Plenty,True,Street,True,"Great study spot. The pour-over is exceptional. Staff remembers regular customers."
904,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-22,R5589,3.2,3.0,3.5,3.2,3.8,3.45,8,True,Limited,False,Street,True,"Mediocre coffee but good value for the price. Decent for a quick caffeine fix."
905,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-23,R6690,4.7,4.9,4.6,4.5,4.8,3.25,4,True,Plenty,True,Lot,True,"Hidden gem! The cold brew is incredible. Fair prices for Back Bay."
906,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-24,R7701,2.9,2.7,3.1,3.0,2.5,5.75,15,False,None,False,None,False,"Overpriced and underwhelming. The espresso was bitter and the pastries were stale."
907,The Daily Grind,321 Pine St,Boston,South End,2025-11-22,R8812,4.5,4.7,4.3,4.8,4.0,4.50,7,True,Plenty,True,Street,True,"Love this place! The atmosphere is perfect and the coffee never disappoints."
908,The Daily Grind,321 Pine St,Boston,South End,2025-11-23,R9923,3.0,2.8,3.2,3.5,2.6,5.20,14,True,Limited,False,Lot,False,"Used to be better. Quality has declined recently. Still decent but not worth the trip."
909,The Daily Grind,321 Pine St,Boston,South End,2025-11-24,R1034,4.8,5,4.7,4.6,4.5,3.85,5,True,Plenty,True,Valet,True,"Outstanding! The single-origin Ethiopian is to die for. Friendly staff and cozy vibes."
910,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-22,R2145,4.4,4.6,4.2,4.5,4.1,4.10,8,True,Limited,True,Street,True,"Charming spot in the North End. The Italian-style espresso is authentic and delicious."
911,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-23,R3256,2.6,2.4,2.8,3.2,2.2,5.95,20,False,None,False,None,False,"Rude staff and terrible coffee. Way too crowded. Not worth the hassle."
912,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-24,R4367,4.2,4.4,4.0,4.3,3.9,4.35,9,True,Plenty,True,Lot,True,"Consistent quality and great location. Perfect for a morning pick-me-up."
913,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-11-22,R5478,4.6,4.8,4.5,4.7,4.3,4.65,6,True,Plenty,True,Street,True,"Beacon Hill's best kept secret. The lavender latte is unique and delicious."
914,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-11-23,R6589,3.3,3.1,3.5,3.8,2.9,5.40,11,True,Limited,False,Lot,True,"Hit or miss. Some days great, other days disappointing. Inconsistent quality."
915,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-11-24,R7690,2.4,2.1,2.7,2.8,2.0,6.25,25,False,None,False,None,False,"Worst coffee shop experience ever. Burnt coffee, slow service, and overpriced."
916,Mug Life,147 Birch Way,Boston,Fenway,2025-11-22,R8701,4.9,5,4.9,4.8,4.7,3.95,4,True,Plenty,True,Valet,True,"Perfection in a cup! The baristas are true artists. Worth every penny."
917,Mug Life,147 Birch Way,Boston,Fenway,2025-11-23,R9812,3.8,3.6,4.0,4.2,3.5,4.20,10,True,Limited,True,Street,True,"Good but crowded on game days. Coffee is solid, atmosphere can be hectic."
918,Mug Life,147 Birch Way,Boston,Fenway,2025-11-24,R1923,4.5,4.7,4.3,4.6,4.2,4.05,7,True,Plenty,True,Lot,True,"Great spot near Fenway. The nitro cold brew is smooth and refreshing."
919,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-11-22,R2034,3.6,3.4,3.8,4.0,3.2,4.75,9,True,Limited,True,Street,True,"Trendy but average. More style than substance. Coffee is just okay."
920,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-11-23,R3145,4.3,4.5,4.1,4.4,4.0,4.30,6,True,Plenty,True,Lot,True,"Improved a lot recently! New roaster makes all the difference. Recommend the cortado."
921,Espresso Yourself,258 Spruce Ct,Boston,Seaport,2025-11-24,R4256,2.7,2.5,2.9,3.1,2.3,5.85,16,False,None,False,None,False,"Avoid the afternoon rush. Completely overwhelmed and quality suffers. Morning is better."
922,Java Junction,369 Willow St,Boston,Allston,2025-06-01,R5367,4.2,4.4,4.0,4.3,4.5,3.25,5,True,Plenty,True,Street,True,"Perfect student spot! Affordable prices and strong coffee. Love the vibe here."
